Date,Mean,Median,Percentile_75,Percentile_25
2023-01-08,17.875,15.0,19.0,14.0
2023-01-09,21.333333333333332,18.5,26.25,15.0
2023-01-10,20.333333333333332,19.0,25.25,14.75
2023-01-11,20.770833333333332,18.0,24.0,16.0
2023-01-12,20.645833333333332,19.0,24.0,16.0
2023-01-13,23.125,18.0,32.0,15.0
2023-01-14,21.395833333333332,19.5,22.25,17.0
2023-01-15,20.170212765957448,16.0,22.0,14.0
2023-01-16,20.3125,17.0,24.0,15.0
2023-01-17,21.770833333333332,20.0,25.0,16.75
2023-01-18,24.645833333333332,19.0,24.25,16.0
2023-01-19,20.25,17.0,22.0,16.0
2023-01-20,20.0625,17.0,25.0,14.75
2023-01-21,17.083333333333332,16.0,18.0,15.0
2023-01-22,15.270833333333334,15.0,16.0,14.0
2023-01-23,18.583333333333332,15.0,19.5,14.0
2023-01-24,20.770833333333332,16.5,23.25,14.0
2023-01-25,18.979166666666668,16.0,22.0,14.0
2023-01-26,19.729166666666668,16.5,23.0,14.75
2023-01-27,19.083333333333332,16.0,20.25,14.75
2023-01-28,15.770833333333334,15.0,16.0,14.0
2023-01-29,21.583333333333332,16.5,22.0,15.0
2023-01-30,17.041666666666668,16.0,18.25,15.0
2023-01-31,23.458333333333332,18.0,29.25,14.75
2023-02-01,25.166666666666668,17.5,22.25,15.75
2023-02-02,26.291666666666668,23.5,34.0,17.0
2023-02-03,28.645833333333332,26.0,32.25,21.0
2023-02-04,21.5625,21.0,24.0,19.0
2023-02-05,20.4375,18.0,21.0,16.75
2023-02-06,23.083333333333332,18.0,29.5,16.0
2023-02-07,30.666666666666668,26.0,38.25,22.0
2023-02-08,32.333333333333336,29.5,37.0,25.75
2023-02-09,33.659574468085104,30.0,39.5,23.0
2023-02-10,24.229166666666668,22.0,28.0,20.0
2023-02-11,17.479166666666668,17.0,17.25,16.0
2023-02-12,16.958333333333332,16.0,18.0,14.0
2023-02-13,23.020833333333332,20.0,31.0,16.0
2023-02-14,53.270833333333336,16.5,40.75,15.0
2023-02-15,35.666666666666664,37.0,43.0,25.0
2023-02-16,37.0,35.0,42.25,29.75
2023-02-17,32.458333333333336,27.0,38.0,24.0
2023-02-18,25.4375,24.0,27.0,22.0
2023-02-19,23.666666666666668,22.0,26.25,20.0
2023-02-20,28.229166666666668,23.5,36.5,20.75
2023-02-21,32.125,27.0,36.0,24.0
2023-02-22,33.02127659574468,28.0,37.0,25.0
2023-02-23,35.833333333333336,33.0,41.25,27.0
2023-02-24,30.395833333333332,28.0,30.0,26.0
2023-02-25,21.270833333333332,21.0,22.0,20.0
2023-02-26,21.020833333333332,20.0,23.0,18.75
2023-02-27,21.958333333333332,20.5,24.25,17.0
2023-02-28,22.75,20.0,25.25,18.0
2023-03-01,29.208333333333332,25.0,34.5,18.0
2023-03-02,25.458333333333332,22.0,27.25,20.0
2023-03-03,27.458333333333332,24.0,31.0,21.0
2023-03-04,22.541666666666668,21.5,25.0,19.0
2023-03-05,24.354166666666668,22.0,28.0,19.0
2023-03-06,32.625,31.5,39.5,23.0
2023-03-07,31.354166666666668,28.5,35.25,23.75
2023-03-08,32.479166666666664,28.0,42.75,21.0
2023-03-09,35.854166666666664,31.0,40.0,26.0
2023-03-10,29.479166666666668,31.0,34.25,23.0
2023-03-11,86.08333333333333,55.5,97.0,40.75
2023-03-12,24.166666666666668,20.0,25.0,19.0
2023-03-13,29.875,23.0,32.25,19.0
2023-03-14,28.5531914893617,24.0,35.5,18.0
2023-03-15,25.770833333333332,23.5,30.0,21.0
2023-03-16,23.479166666666668,22.0,27.0,19.0
2023-03-17,25.6875,22.0,28.0,17.75
2023-03-18,17.229166666666668,16.0,18.0,14.75
2023-03-19,17.916666666666668,15.0,20.0,13.0
2023-03-20,20.208333333333332,16.5,25.25,14.0
2023-03-21,18.041666666666668,16.0,24.0,13.0
2023-03-22,18.583333333333332,15.5,23.25,12.75
2023-03-23,21.833333333333332,18.0,29.5,12.75
2023-03-24,22.625,19.0,29.25,15.75
2023-03-25,17.3125,15.0,19.25,14.0
2023-03-26,17.75,16.0,19.0,14.0
2023-03-27,26.382978723404257,22.0,33.0,16.0
2023-03-28,25.3125,24.0,28.0,22.0
2023-03-29,29.708333333333332,26.0,37.0,24.0
2023-03-30,31.833333333333332,30.0,34.0,27.0
2023-03-31,26.166666666666668,25.0,29.0,22.75
2023-04-01,21.416666666666668,21.0,23.0,19.0
2023-04-02,20.0625,20.0,21.0,18.0
2023-04-03,28.574468085106382,22.0,35.0,19.0
2023-04-04,28.75,24.5,32.0,20.0
2023-04-05,34.787234042553195,34.0,38.5,29.5
2023-04-06,29.0625,27.5,31.25,25.0
2023-04-07,24.166666666666668,22.0,26.0,21.0
2023-04-08,21.125,21.0,22.0,20.0
2023-04-09,21.04255319148936,20.0,22.0,19.0
2023-04-10,24.25,22.0,26.0,20.0
2023-04-11,26.340425531914892,24.0,27.5,21.0
2023-04-12,23.270833333333332,22.0,24.0,20.75
2023-04-13,31.645833333333332,29.0,36.0,25.0
2023-04-14,28.4375,27.5,30.25,25.0
2023-04-15,24.6875,24.0,25.0,23.0
2023-04-16,27.53191489361702,25.0,26.0,23.0
2023-04-17,32.645833333333336,30.0,36.25,27.0
2023-04-18,48.4375,41.0,61.0,34.75
2023-04-19,69.77083333333333,67.5,80.5,52.75
2023-04-20,63.916666666666664,59.5,67.75,53.5
2023-04-21,38.895833333333336,38.0,41.0,36.0
2023-04-22,37.708333333333336,34.0,40.75,32.75
2023-04-23,41.416666666666664,40.0,42.0,37.0
2023-04-24,42.166666666666664,39.0,43.25,37.0
2023-04-25,36.08510638297872,35.0,37.0,34.0
2023-04-26,38.9375,37.0,41.25,35.0
2023-04-27,36.854166666666664,36.0,38.25,34.0
2023-04-28,36.479166666666664,36.0,38.25,34.0
2023-04-29,35.291666666666664,34.0,37.0,32.75
2023-04-30,43.0,36.5,52.25,33.0
2023-05-01,64.5625,66.5,77.5,47.75
2023-05-02,80.1875,77.5,95.0,65.75
2023-05-03,72.54166666666667,70.0,84.0,64.0
2023-05-04,73.47916666666667,69.5,85.25,58.0
2023-05-05,131.72916666666666,130.5,176.5,82.0
2023-05-06,131.97916666666666,123.5,149.25,109.0
2023-05-07,107.14583333333333,106.0,126.5,85.0
2023-05-08,104.5,97.0,124.25,81.0
2023-05-09,92.58333333333333,79.5,115.25,63.0
2023-05-10,92.45833333333333,72.5,114.5,61.0
2023-05-11,95.0625,88.0,111.5,77.75
2023-05-12,64.4375,61.0,72.25,51.5
2023-05-13,41.354166666666664,40.0,43.0,38.0
2023-05-14,39.75,38.0,41.0,36.0
2023-05-15,55.916666666666664,44.5,67.0,39.75
2023-05-16,56.08695652173913,54.0,64.0,43.25
2023-05-17,50.708333333333336,50.0,57.25,40.5
2023-05-18,51.208333333333336,45.0,61.25,40.0
2023-05-19,44.46808510638298,40.0,48.5,35.0
2023-05-20,33.9375,33.0,34.5,30.75
2023-05-21,31.645833333333332,31.0,34.25,27.0
2023-05-22,45.25,36.0,54.5,30.0
2023-05-23,50.659574468085104,47.0,59.5,39.5
2023-05-24,40.75,35.0,45.5,33.0
2023-05-25,36.1063829787234,31.0,40.5,29.0
2023-05-26,29.541666666666668,28.0,33.0,26.0
2023-05-27,25.229166666666668,23.5,25.0,22.75
2023-05-28,28.416666666666668,25.5,31.5,24.0
2023-05-29,34.708333333333336,32.0,38.25,28.75
2023-05-30,44.604166666666664,45.0,53.0,37.75
2023-05-31,37.229166666666664,33.0,45.0,28.75
2023-06-01,38.479166666666664,36.0,42.25,31.75
2023-06-02,31.541666666666668,27.5,30.0,25.0
2023-06-03,23.8125,22.0,25.25,21.0
2023-06-04,21.833333333333332,20.0,22.25,19.0
2023-06-05,33.340425531914896,23.0,38.0,20.0
2023-06-06,27.97872340425532,21.0,31.5,20.0
2023-06-07,23.541666666666668,22.0,26.0,20.0
2023-06-08,24.104166666666668,22.0,26.0,20.0
2023-06-09,21.145833333333332,20.0,21.25,19.0
2023-06-10,25.25,18.5,21.25,17.0
2023-06-11,16.4375,16.0,17.0,16.0
2023-06-12,17.25,16.0,18.0,15.0
2023-06-13,17.270833333333332,15.0,16.0,15.0
2023-06-14,21.0625,17.0,25.25,15.0
2023-06-15,18.895833333333332,18.0,20.0,17.0
2023-06-16,18.958333333333332,16.0,21.0,15.0
2023-06-17,16.958333333333332,15.0,16.0,15.0
2023-06-18,14.875,15.0,15.0,14.0
2023-06-19,17.895833333333332,16.0,20.0,14.0
2023-06-20,17.729166666666668,15.0,20.0,14.0
2023-06-21,20.354166666666668,16.0,24.0,14.75
2023-06-22,15.875,15.0,17.0,14.0
2023-06-23,17.914893617021278,15.0,20.5,14.0
2023-06-24,14.333333333333334,14.0,15.0,13.0
2023-06-25,13.291666666666666,13.0,14.0,12.0
2023-06-26,14.25,13.0,14.0,13.0
2023-06-27,17.533333333333335,14.0,17.0,13.0
2023-06-28,17.875,17.0,20.25,14.0
2023-06-29,31.4375,24.5,42.25,17.0
2023-06-30,28.416666666666668,25.5,33.5,21.0
2023-07-01,16.666666666666668,16.0,17.0,15.0
2023-07-02,14.875,14.0,16.0,13.0
2023-07-03,19.875,15.0,23.25,14.0
2023-07-04,27.541666666666668,17.0,32.5,14.0
2023-07-05,49.604166666666664,50.0,54.0,46.0
2023-07-06,40.020833333333336,36.0,49.5,26.75
2023-07-07,31.3125,24.5,38.0,21.0
2023-07-08,18.291666666666668,16.5,20.0,15.0
2023-07-09,16.708333333333332,15.0,16.5,14.0
2023-07-10,20.958333333333332,16.5,28.0,14.0
2023-07-11,20.659574468085108,17.0,23.5,15.0
2023-07-12,25.574468085106382,18.0,31.5,14.5
2023-07-13,28.97872340425532,19.0,28.5,16.5
2023-07-14,23.25,20.0,27.25,17.0
2023-07-15,13.958333333333334,14.0,14.0,13.0
2023-07-16,15.625,15.0,17.0,13.0
2023-07-17,20.893617021276597,20.0,23.0,16.5
2023-07-18,29.083333333333332,29.5,38.25,15.0
2023-07-19,25.083333333333332,21.0,30.0,17.0
2023-07-20,25.347826086956523,21.0,33.0,17.0
2023-07-21,26.875,21.0,35.5,19.0
2023-07-22,18.041666666666668,17.0,20.0,16.0
2023-07-23,19.5625,15.0,24.0,14.0
2023-07-24,29.5625,27.5,39.25,17.0
2023-07-25,28.083333333333332,25.0,33.25,21.0
2023-07-26,25.583333333333332,23.0,33.0,18.75
2023-07-27,29.854166666666668,23.5,39.25,19.0
2023-07-28,38.4375,25.5,36.0,20.0
2023-07-29,20.958333333333332,18.5,25.0,16.0
2023-07-30,18.208333333333332,16.0,19.0,15.0
2023-07-31,23.06382978723404,17.0,30.0,14.0
2023-08-01,21.75,21.0,26.0,16.0
2023-08-02,23.416666666666668,21.0,29.25,15.75
2023-08-03,21.085106382978722,16.0,28.0,14.0
2023-08-04,19.0,15.0,23.0,14.0
2023-08-05,15.895833333333334,15.0,16.0,14.0
2023-08-06,14.8125,13.0,15.25,13.0
2023-08-07,23.148936170212767,19.0,28.0,15.0
2023-08-08,23.6875,22.0,28.25,17.0
2023-08-09,21.914893617021278,19.0,24.5,17.0
2023-08-10,21.791666666666668,18.5,27.0,15.75
2023-08-11,18.4375,16.5,21.25,14.0
2023-08-12,14.395833333333334,13.0,15.25,13.0
2023-08-13,14.166666666666666,13.0,16.0,12.0
2023-08-14,19.854166666666668,15.5,26.0,13.0
2023-08-15,24.354166666666668,18.0,32.25,15.0
2023-08-16,29.208333333333332,22.5,34.0,19.0
2023-08-17,35.604166666666664,25.5,36.0,18.0
2023-08-18,24.791666666666668,23.5,28.25,18.75
2023-08-19,14.916666666666666,14.0,16.0,13.0
2023-08-20,14.770833333333334,13.0,17.25,12.0
2023-08-21,23.020833333333332,16.0,31.25,13.0
2023-08-22,30.25,22.0,34.25,17.75
2023-08-23,22.083333333333332,18.5,26.25,16.0
2023-08-24,19.729166666666668,17.0,24.25,15.75
2023-08-25,22.1875,19.0,26.5,17.0
2023-08-26,13.3125,13.0,14.0,12.0
2023-08-27,12.729166666666666,12.0,13.0,11.0
2023-08-28,25.520833333333332,20.0,35.0,14.0
2023-08-29,31.104166666666668,21.0,40.0,17.0
2023-08-30,22.4375,19.5,23.5,17.0
2023-08-31,21.083333333333332,17.0,27.0,14.0
2023-09-01,17.541666666666668,13.0,21.75,11.75
2023-09-02,12.479166666666666,11.5,13.0,11.0
2023-09-03,11.791666666666666,11.0,12.0,10.0
2023-09-04,16.020833333333332,12.5,20.25,11.0
2023-09-05,16.854166666666668,12.0,19.5,11.0
2023-09-06,19.48936170212766,18.0,25.0,12.0
2023-09-07,17.914893617021278,15.0,20.5,12.0
2023-09-08,15.375,12.0,13.0,11.0
2023-09-09,10.75,10.0,11.0,10.0
2023-09-10,10.375,10.0,11.0,9.0
2023-09-11,19.666666666666668,12.0,26.0,9.0
2023-09-12,14.833333333333334,12.0,18.0,10.0
2023-09-13,18.041666666666668,18.0,24.0,12.0
2023-09-14,17.729166666666668,14.0,25.25,11.0
2023-09-15,15.916666666666666,12.0,17.25,10.0
2023-09-16,10.416666666666666,9.0,11.0,9.0
2023-09-17,9.333333333333334,9.0,10.0,9.0
2023-09-18,15.458333333333334,10.5,22.25,9.0
2023-09-19,12.9375,11.5,13.0,9.0
2023-09-20,14.208333333333334,11.0,18.0,9.0
2023-09-21,17.541666666666668,11.0,13.25,9.0
2023-09-22,9.895833333333334,9.0,11.0,8.0
2023-09-23,8.25,8.0,8.0,8.0
2023-09-24,8.041666666666666,8.0,8.0,7.0
2023-09-25,12.5625,10.5,16.25,8.0
2023-09-26,13.8125,13.0,16.0,8.0
2023-09-27,11.5,9.5,15.0,8.0
2023-09-28,11.416666666666666,9.0,12.0,8.0
2023-09-29,9.75,8.0,10.25,7.0
2023-09-30,8.270833333333334,7.5,9.0,7.0
2023-10-01,8.020833333333334,7.0,8.0,7.0
2023-10-02,15.895833333333334,13.0,18.25,8.0
2023-10-03,11.0625,9.0,15.0,7.0
2023-10-04,9.5,8.0,11.25,7.0
2023-10-05,9.0625,7.0,11.0,7.0
2023-10-06,8.020833333333334,7.0,9.25,6.0
2023-10-07,6.604166666666667,6.0,7.0,6.0
2023-10-08,6.5625,6.0,7.0,6.0
2023-10-09,8.416666666666666,7.0,9.0,6.0
2023-10-10,8.063829787234043,7.0,9.5,6.0
2023-10-11,8.020833333333334,7.0,9.0,7.0
2023-10-12,8.583333333333334,7.0,9.25,6.0
2023-10-13,8.333333333333334,6.5,9.0,6.0
2023-10-14,5.9375,6.0,6.0,6.0
2023-10-15,6.229166666666667,6.0,6.0,6.0
2023-10-16,10.541666666666666,9.0,12.0,6.0
2023-10-17,8.8125,7.5,10.0,6.0
2023-10-18,9.958333333333334,8.0,12.25,7.0
2023-10-19,9.208333333333334,8.0,11.25,6.75
2023-10-20,12.916666666666666,12.0,16.25,8.0
2023-10-21,8.6875,8.0,9.0,7.0
2023-10-22,8.458333333333334,7.0,9.0,7.0
2023-10-23,20.5625,13.0,28.5,9.75
2023-10-24,26.291666666666668,23.5,31.0,20.0
2023-10-25,23.8125,17.5,33.0,13.0
2023-10-26,23.916666666666668,22.0,24.5,19.0
2023-10-27,18.479166666666668,17.0,20.25,15.0
2023-10-28,14.063829787234043,12.0,17.0,11.0
2023-10-29,13.958333333333334,12.0,17.0,11.0
2023-10-30,20.791666666666668,18.0,25.25,12.0
2023-10-31,23.75,23.0,29.25,18.0
2023-11-01,25.914893617021278,21.0,35.0,15.0
2023-11-02,26.166666666666668,25.0,33.25,20.0
2023-11-03,22.1875,20.5,25.0,15.0
2023-11-04,16.604166666666668,15.0,18.0,13.0
2023-11-05,19.270833333333332,19.5,22.0,14.75
2023-11-06,29.291666666666668,27.5,34.0,22.0
2023-11-07,28.041666666666668,26.0,33.25,23.0
2023-11-08,31.270833333333332,27.5,40.5,20.0
2023-11-09,49.340425531914896,37.0,51.5,29.5
2023-11-10,38.42553191489362,36.0,44.0,32.0
2023-11-11,29.333333333333332,29.0,33.0,23.75
2023-11-12,26.625,25.0,31.0,21.0
2023-11-13,44.833333333333336,39.0,52.25,32.0
2023-11-14,35.375,32.0,40.25,27.0
2023-11-15,33.3125,30.5,38.25,26.75
2023-11-16,34.541666666666664,31.0,36.0,29.0
2023-11-17,27.06382978723404,25.0,31.0,21.5
2023-11-18,21.4375,20.0,23.25,19.0
2023-11-19,19.979166666666668,18.0,23.0,16.0
2023-11-20,38.708333333333336,31.5,40.25,24.0
2023-11-21,40.5,36.0,49.75,29.0
2023-11-22,37.875,33.0,47.25,27.75
2023-11-23,32.744680851063826,31.0,37.0,26.5
2023-11-24,28.416666666666668,28.0,33.0,23.0
2023-11-25,22.729166666666668,21.0,24.25,20.0
2023-11-26,24.395833333333332,24.0,29.0,19.0
2023-11-27,32.145833333333336,32.0,38.25,26.5
2023-11-28,39.354166666666664,32.5,48.0,28.75
2023-11-29,36.645833333333336,34.0,42.25,31.0
2023-11-30,43.5,38.0,58.25,31.0
2023-12-01,42.875,36.0,44.0,32.0
2023-12-02,34.208333333333336,32.5,37.25,30.0
2023-12-03,32.625,32.0,36.0,27.0
2023-12-04,46.40425531914894,46.0,51.0,39.5
2023-12-05,55.9375,53.0,66.25,44.0
2023-12-06,55.479166666666664,57.0,62.0,49.0
2023-12-07,48.166666666666664,43.0,57.25,34.0
2023-12-08,41.361702127659576,40.0,44.0,37.5
2023-12-09,33.895833333333336,32.0,39.25,29.0
2023-12-10,33.520833333333336,25.5,31.0,24.0
2023-12-11,36.0,35.0,42.0,27.0
2023-12-12,41.6875,38.5,52.0,30.0
2023-12-13,48.212765957446805,47.0,55.0,38.0
2023-12-14,44.319148936170215,44.0,49.5,40.0
2023-12-15,55.212765957446805,47.0,58.5,36.5
2023-12-16,50.208333333333336,45.0,57.0,42.0
2023-12-17,39.604166666666664,35.0,42.0,31.0
2023-12-18,60.6875,48.0,73.5,35.75
2023-12-19,53.145833333333336,50.0,55.0,46.0
2023-12-20,53.354166666666664,54.5,64.0,38.75
2023-12-21,42.020833333333336,38.5,43.5,35.0
2023-12-22,32.354166666666664,30.5,39.0,26.75
2023-12-23,22.083333333333332,22.0,24.0,20.0
2023-12-24,20.895833333333332,20.0,22.0,18.75
2023-12-25,22.791666666666668,17.5,23.0,15.0
2023-12-26,18.604166666666668,17.0,20.25,13.75
2023-12-27,26.916666666666668,25.0,31.5,15.75
2023-12-28,28.125,27.0,30.25,23.0
2023-12-29,22.875,21.5,24.0,18.75
2023-12-30,18.148936170212767,15.0,19.0,14.0
2023-12-31,14.46808510638298,14.0,16.0,13.0
2024-01-01,12.020833333333334,11.5,13.0,10.0
2024-01-02,18.708333333333332,18.0,22.25,15.0
2024-01-03,31.604166666666668,24.5,40.75,15.0
2024-01-04,22.229166666666668,21.0,25.0,17.75
2024-01-05,19.083333333333332,16.0,20.5,14.75
2024-01-06,17.395833333333332,15.0,21.0,13.0
2024-01-07,28.875,31.0,32.0,28.0
2024-01-08,24.041666666666668,24.5,29.0,18.75
2024-01-09,20.72340425531915,17.0,22.0,15.0
2024-01-10,34.333333333333336,29.5,40.25,23.0
2024-01-11,31.645833333333332,27.5,33.25,23.75
2024-01-12,24.208333333333332,19.5,28.5,17.0
2024-01-13,16.659574468085108,16.0,18.0,15.0
2024-01-14,31.3125,29.0,42.5,21.0
2024-01-15,21.895833333333332,21.0,25.25,18.75
2024-01-16,31.479166666666668,29.0,34.25,25.0
2024-01-17,34.97872340425532,34.0,36.0,31.0
2024-01-18,33.125,32.5,36.0,27.75
2024-01-19,28.8125,25.0,35.0,21.0
2024-01-20,16.25531914893617,16.0,17.5,15.0
2024-01-21,13.166666666666666,12.5,15.0,11.0
2024-01-22,17.0,14.0,21.0,11.25
2024-01-23,15.4375,14.0,18.25,11.0
2024-01-24,12.23404255319149,12.0,14.0,10.0
2024-01-25,23.270833333333332,22.0,32.0,12.0
2024-01-26,19.361702127659573,19.0,22.0,17.0
2024-01-27,13.354166666666666,13.0,14.25,12.0
2024-01-28,12.1875,12.0,13.0,11.0
2024-01-29,13.869565217391305,13.0,16.75,10.0
2024-01-30,25.711111111111112,24.0,32.0,17.0
2024-01-31,25.130434782608695,23.0,29.0,19.0
2024-02-01,26.729166666666668,24.0,30.5,19.0
2024-02-02,20.70212765957447,20.0,23.0,18.0
2024-02-03,18.729166666666668,16.0,19.25,15.0
2024-02-04,16.020833333333332,15.0,17.0,14.0
2024-02-05,18.6875,17.0,23.0,13.0
2024-02-06,33.895833333333336,28.5,42.0,23.75
2024-02-07,40.9375,32.0,46.5,27.0
2024-02-08,55.083333333333336,54.5,68.25,36.25
2024-02-09,66.75,62.0,80.25,50.75
2024-02-10,33.270833333333336,31.0,36.0,29.0
2024-02-11,27.680851063829788,25.0,28.0,23.0
2024-02-12,41.0,24.0,40.5,21.0
2024-02-13,30.3125,30.0,35.0,22.0
2024-02-14,26.041666666666668,23.5,29.0,19.0
2024-02-15,33.1875,26.5,38.25,20.0
2024-02-16,26.78723404255319,25.0,31.5,21.0
2024-02-17,19.5625,19.0,21.0,17.0
2024-02-18,22.395833333333332,21.0,25.25,18.0
2024-02-19,33.276595744680854,32.0,40.0,24.0
2024-02-20,38.46511627906977,37.0,43.5,28.5
2024-02-21,38.61702127659574,35.0,43.0,32.0
2024-02-22,44.916666666666664,39.0,54.25,34.0
2024-02-23,42.46666666666667,37.0,44.0,34.0
2024-02-24,27.583333333333332,26.0,31.0,24.0
2024-02-25,28.9375,27.5,34.25,23.0
2024-02-26,38.71111111111111,31.0,49.0,27.0
2024-02-27,46.9375,46.0,51.5,40.0
2024-02-28,56.729166666666664,51.0,64.5,38.0
2024-02-29,62.67391304347826,59.0,73.75,50.0
2024-03-01,53.90909090909091,51.0,61.25,46.0
2024-03-02,48.02127659574468,47.0,51.5,42.5
2024-03-03,51.148936170212764,44.0,60.0,41.0
2024-03-04,76.45833333333333,66.5,94.5,55.75
2024-03-05,91.76595744680851,78.0,95.0,68.5
2024-03-06,75.02083333333333,75.0,86.0,59.75
2024-03-07,66.6875,63.5,73.75,53.75
2024-03-08,59.0625,53.5,69.0,47.5
2024-03-09,53.53191489361702,48.0,66.0,45.0
2024-03-10,57.916666666666664,56.0,63.25,50.0
2024-03-11,65.3125,64.0,76.0,47.0
2024-03-12,57.604166666666664,54.5,63.25,48.0
2024-03-13,57.638297872340424,61.0,67.0,46.0
2024-03-14,52.416666666666664,49.0,58.25,47.0
2024-03-15,41.166666666666664,39.0,45.25,35.0
2024-03-16,33.041666666666664,32.0,35.25,29.75
2024-03-17,28.854166666666668,28.0,31.0,26.0
2024-03-18,34.854166666666664,33.0,41.0,23.0
2024-03-19,38.458333333333336,37.5,43.0,28.5
2024-03-20,36.104166666666664,36.0,40.0,30.0
2024-03-21,30.166666666666668,29.5,32.25,28.0
2024-03-22,24.5625,23.0,25.25,21.75
2024-03-23,18.604166666666668,18.0,20.0,17.0
2024-03-24,18.541666666666668,17.5,20.0,16.0
2024-03-25,25.125,23.0,34.0,16.0
2024-03-26,30.319148936170212,26.0,38.5,20.0
2024-03-27,34.42553191489362,32.0,44.0,24.0
2024-03-28,32.8125,31.0,38.0,25.5
2024-03-29,25.829787234042552,24.0,28.0,22.0
2024-03-30,21.895833333333332,21.0,24.0,19.0
2024-03-31,21.020833333333332,20.0,23.0,19.0
2024-04-01,23.95744680851064,21.0,26.0,18.0
2024-04-02,36.083333333333336,31.5,47.5,21.75
2024-04-03,29.456521739130434,25.0,35.25,22.0
2024-04-04,27.195652173913043,23.0,37.0,20.0
2024-04-05,37.0,37.0,37.0,37.0
2024-04-06,37.0,37.0,37.0,37.0
2024-04-07,37.0,37.0,37.0,37.0
2024-04-08,37.0,37.0,37.0,37.0
2024-04-09,26.895833333333332,24.0,30.5,20.0
2024-04-10,19.170212765957448,17.0,22.5,15.0
2024-04-11,18.791666666666668,18.0,21.25,13.75
2024-04-12,27.729166666666668,19.0,26.25,12.75
2024-04-13,44.166666666666664,14.0,21.0,12.0
2024-04-14,12.854166666666666,12.0,13.0,11.0
2024-04-15,14.583333333333334,13.0,18.25,9.0
2024-04-16,11.333333333333334,10.0,11.25,9.0
2024-04-17,19.270833333333332,15.0,21.5,10.75
2024-04-18,12.229166666666666,11.0,13.25,10.0
2024-04-19,11.404255319148936,10.0,13.0,9.0
2024-04-20,8.104166666666666,8.0,9.0,7.0
2024-04-21,7.791666666666667,8.0,8.0,7.0
2024-04-22,10.51063829787234,9.0,12.0,7.0
2024-04-23,11.72340425531915,11.0,14.5,7.5
2024-04-24,14.520833333333334,12.0,18.25,9.0
2024-04-25,11.166666666666666,10.0,14.0,7.0
2024-04-26,7.520833333333333,7.0,8.0,6.0
2024-04-27,6.333333333333333,6.0,7.0,6.0
2024-04-28,6.770833333333333,6.5,8.0,5.0
2024-04-29,8.791666666666666,9.0,11.0,7.0
2024-04-30,13.446808510638299,9.0,16.0,7.0
2024-05-01,9.375,9.0,11.0,6.75
2024-05-02,8.575,7.0,10.25,6.0
